0.540000, 3.539997, 0.010000, 1000, 1
0.000000, 0.000000, 2.000000, 0.000000
0.014142, 0.014142, 1.999306, 0.010000
0.028284, 0.028284, 1.997225, 0.020000
0.042426, 0.042426, 1.993757, 0.030000
0.056569, 0.056569, 1.988901, 0.040000
0.070711, 0.070711, 1.982658, 0.050000
0.084853, 0.084853, 1.975028, 0.060000
0.098995, 0.098995, 1.966010, 0.070000
0.113137, 0.113137, 1.955605, 0.080000
0.127279, 0.127279, 1.943813, 0.090000
0.141421, 0.141421, 1.930633, 0.100000
0.155563, 0.155563, 1.916066, 0.110000
0.169706, 0.169706, 1.900111, 0.120000
0.183848, 0.183848, 1.882769, 0.130000
0.197990, 0.197990, 1.864040, 0.140000
0.212132, 0.212132, 1.843924, 0.150000
0.226274, 0.226274, 1.822420, 0.160000
0.240416, 0.240416, 1.799529, 0.170000
0.254558, 0.254558, 1.775250, 0.180000
0.268701, 0.268701, 1.749584, 0.190000
0.282843, 0.282843, 1.722531, 0.200000
0.296985, 0.296985, 1.694091, 0.210000
0.311127, 0.311127, 1.664263, 0.220000
0.325269, 0.325269, 1.633048, 0.230000
0.339411, 0.339411, 1.600445, 0.240000
0.353553, 0.353553, 1.566455, 0.250000
0.367696, 0.367696, 1.531078, 0.260000
0.381838, 0.381838, 1.494313, 0.270000
0.395980, 0.395980, 1.456161, 0.280000
0.410122, 0.410122, 1.416622, 0.290000
0.424264, 0.424264, 1.375695, 0.300000
0.438406, 0.438406, 1.333382, 0.310000
0.452548, 0.452548, 1.289680, 0.320000
0.466690, 0.466690, 1.244592, 0.330000
0.480833, 0.480833, 1.198116, 0.340000
0.494975, 0.494975, 1.150252, 0.350000
0.509117, 0.509117, 1.101002, 0.360000
0.523259, 0.523259, 1.050364, 0.370000
0.537401, 0.537401, 0.998338, 0.380000
0.551543, 0.551543, 0.944926, 0.390000
0.565685, 0.565685, 0.890126, 0.400000
0.579827, 0.579827, 0.833938, 0.410000
0.593970, 0.593970, 0.776364, 0.420000
0.608112, 0.608112, 0.717402, 0.430000
0.622254, 0.622254, 0.657053, 0.440000
0.636396, 0.636396, 0.595316, 0.450000
0.650538, 0.650538, 0.532192, 0.460000
0.664680, 0.664680, 0.467680, 0.470000
0.678822, 0.678822, 0.401782, 0.480000
0.692964, 0.692964, 0.334496, 0.490000
0.707106, 0.707106, 0.265822, 0.500000
0.721249, 0.721249, 0.195761, 0.510000
0.735391, 0.735391, 0.124313, 0.520000
0.749533, 0.749533, 0.051478, 0.530000
0.763675, 0.763675, -0.022745, 0.540000
0.777817, 0.777817, 2.468451, 0.550000
0.791959, 0.791959, 2.559029, 0.560000
0.806101, 0.806101, 2.651239, 0.570000
0.820243, 0.820243, 2.745081, 0.580000
0.834386, 0.834386, 2.840555, 0.590000
0.848528, 0.848528, 2.937661, 0.600000
0.862670, 0.862670, 3.036399, 0.610000
0.876812, 0.876812, 3.136769, 0.620000
0.890954, 0.890954, 3.238771, 0.630000
0.905096, 0.905096, 3.342405, 0.640000
0.919238, 0.919238, 3.447671, 0.650000
0.933380, 0.933380, 3.554569, 0.660000
0.947523, 0.947523, 3.663099, 0.670000
0.961665, 0.961665, 3.773262, 0.680000
0.975807, 0.975807, 3.885056, 0.690000
0.989949, 0.989949, 3.998482, 0.700000
1.004091, 1.004091, 4.113541, 0.710000
1.018233, 1.018233, 4.230231, 0.720000
1.032375, 1.032375, 4.348553, 0.730000
1.046517, 1.046517, 4.468507, 0.740000
1.060660, 1.060660, 4.590094, 0.750000
1.074802, 1.074802, 4.713312, 0.760000
1.088944, 1.088944, 4.838163, 0.770000
1.103086, 1.103086, 4.964646, 0.780000
1.117228, 1.117228, 5.092760, 0.790000
1.131370, 1.131370, 5.222507, 0.800000
1.145512, 1.145512, 5.353885, 0.810000
1.159654, 1.159654, 5.486896, 0.820000
1.173797, 1.173797, 5.621539, 0.830000
1.187939, 1.187939, 5.757813, 0.839999
1.202081, 1.202081, 5.895720, 0.849999
1.216223, 1.216223, 6.035259, 0.859999
1.230365, 1.230365, 6.176430, 0.869999
1.244507, 1.244507, 6.319232, 0.879999
1.258649, 1.258649, 6.463667, 0.889999
1.272791, 1.272791, 6.609735, 0.899999
1.286934, 1.286934, 6.757434, 0.909999
1.301076, 1.301076, 6.906765, 0.919999
1.315218, 1.315218, 7.057728, 0.929999
1.329360, 1.329360, 7.210322, 0.939999
1.343502, 1.343502, 7.364550, 0.949999
1.357644, 1.357644, 7.520409, 0.959999
1.371786, 1.371786, 7.677900, 0.969999
1.385928, 1.385928, 7.837023, 0.979999
1.400071, 1.400071, 7.997778, 0.989999
1.414213, 1.414213, 8.160165, 0.999999
1.428355, 1.428355, 8.324185, 1.009999
1.442497, 1.442497, 8.489837, 1.019999
1.456639, 1.456639, 8.657121, 1.029999
1.470781, 1.470781, 8.826035, 1.039999
1.484923, 1.484923, 8.996584, 1.049999
1.499065, 1.499065, 9.168762, 1.059999
1.513208, 1.513208, 9.342574, 1.069999
1.527350, 1.527350, 9.518018, 1.079999
1.541492, 1.541492, 9.695093, 1.089999
1.555634, 1.555634, 9.873801, 1.099999
1.569776, 1.569776, 10.054140, 1.109999
1.583918, 1.583918, 10.236113, 1.119999
1.598060, 1.598060, 10.419716, 1.129999
1.612202, 1.612202, 10.604952, 1.139999
1.626345, 1.626345, 10.791819, 1.149999
1.640487, 1.640487, 10.980319, 1.159999
1.654629, 1.654629, 11.170451, 1.169999
1.668771, 1.668771, 11.362214, 1.179999
1.682913, 1.682913, 11.555611, 1.189999
1.697055, 1.697055, 11.750638, 1.199999
1.711197, 1.711197, 11.947299, 1.209999
1.725339, 1.725339, 12.145590, 1.219999
1.739481, 1.739481, 12.345514, 1.229999
1.753624, 1.753624, 12.547071, 1.239999
1.767766, 1.767766, 12.750258, 1.249999
1.781908, 1.781908, 12.955079, 1.259999
1.796050, 1.796050, 13.161530, 1.269999
1.810192, 1.810192, 13.369615, 1.279999
1.824334, 1.824334, 13.579330, 1.289999
1.838476, 1.838476, 13.790679, 1.299999
1.852618, 1.852618, 14.003660, 1.309999
1.866761, 1.866761, 14.218271, 1.319999
1.880903, 1.880903, 14.434517, 1.329999
1.895045, 1.895045, 14.652392, 1.339999
1.909187, 1.909187, 14.871902, 1.349999
1.923329, 1.923329, 15.093040, 1.359999
1.937471, 1.937471, 15.315814, 1.369999
1.951613, 1.951613, 15.540217, 1.379999
1.965755, 1.965755, 15.766254, 1.389999
1.979898, 1.979898, 15.993923, 1.399999
1.994040, 1.994040, 16.223223, 1.409999
2.008182, 2.008182, 16.454157, 1.419999
2.022324, 2.022324, 16.686720, 1.429999
2.036466, 2.036466, 16.920918, 1.439999
2.050608, 2.050608, 17.156746, 1.449999
2.064750, 2.064750, 17.394207, 1.459999
2.078892, 2.078892, 17.633301, 1.469999
2.093035, 2.093035, 17.874025, 1.479999
2.107177, 2.107177, 18.116383, 1.489999
2.121319, 2.121319, 18.360371, 1.499999
2.135461, 2.135461, 18.605991, 1.509999
2.149603, 2.149603, 18.853243, 1.519999
2.163745, 2.163745, 19.102129, 1.529999
2.177887, 2.177887, 19.352646, 1.539999
2.192029, 2.192029, 19.604795, 1.549999
2.206172, 2.206172, 19.858576, 1.559999
2.220314, 2.220314, 20.113989, 1.569999
2.234456, 2.234456, 20.371035, 1.579999
2.248598, 2.248598, 20.629711, 1.589999
2.262740, 2.262740, 20.890020, 1.599999
2.276882, 2.276882, 21.151962, 1.609999
2.291024, 2.291024, 21.415535, 1.619999
2.305166, 2.305166, 21.680740, 1.629999
2.319309, 2.319309, 21.947577, 1.639999
2.333451, 2.333451, 22.216047, 1.649999
2.347593, 2.347593, 22.486149, 1.659999
2.361735, 2.361735, 22.757881, 1.669999
2.375877, 2.375877, 23.031248, 1.679999
2.390019, 2.390019, 23.306244, 1.689999
2.404161, 2.404161, 23.582874, 1.699999
2.418303, 2.418303, 23.861135, 1.709999
2.432446, 2.432446, 24.141029, 1.719999
2.446588, 2.446588, 24.422554, 1.729999
2.460730, 2.460730, 24.705713, 1.739999
2.474872, 2.474872, 24.990503, 1.749999
2.489014, 2.489014, 25.276924, 1.759999
2.503156, 2.503156, 25.564978, 1.769999
2.517298, 2.517298, 25.854664, 1.779999
2.531440, 2.531440, 26.145981, 1.789999
2.545583, 2.545583, 26.438931, 1.799999
2.559725, 2.559725, 26.733513, 1.809999
2.573867, 2.573867, 27.029728, 1.819999
2.588009, 2.588009, 27.327572, 1.829999
2.602151, 2.602151, 27.627052, 1.839999
2.616293, 2.616293, 27.928160, 1.849999
2.630435, 2.630435, 28.230904, 1.859999
2.644577, 2.644577, 28.535276, 1.869999
2.658720, 2.658720, 28.841284, 1.879999
2.672862, 2.672862, 29.148920, 1.889999
2.687004, 2.687004, 29.458191, 1.899999
2.701146, 2.701146, 29.769094, 1.909999
2.715288, 2.715288, 30.081627, 1.919999
2.729430, 2.729430, 30.395794, 1.929999
2.743572, 2.743572, 30.711592, 1.939999
2.757714, 2.757714, 31.029022, 1.949998
2.771856, 2.771856, 31.348083, 1.959998
2.785999, 2.785999, 31.668779, 1.969998
2.800141, 2.800141, 31.991106, 1.979998
2.814283, 2.814283, 32.315067, 1.989998
2.828425, 2.828425, 32.640652, 1.999998
2.842567, 2.842567, 32.967884, 2.009999
2.856709, 2.856709, 33.296734, 2.019999
2.870852, 2.870852, 33.627220, 2.029999
2.884994, 2.884994, 33.959339, 2.039999
2.899136, 2.899136, 34.293091, 2.049999
2.913278, 2.913278, 34.628475, 2.059999
2.927420, 2.927420, 34.965488, 2.069999
2.941562, 2.941562, 35.304134, 2.079998
2.955704, 2.955704, 35.644413, 2.089998
2.969846, 2.969846, 35.986324, 2.099998
2.983988, 2.983988, 36.329868, 2.109998
2.998131, 2.998131, 36.675041, 2.119998
3.012273, 3.012273, 37.021851, 2.129998
3.026415, 3.026415, 37.370289, 2.139998
3.040557, 3.040557, 37.720360, 2.149998
3.054699, 3.054699, 38.072060, 2.159998
3.068841, 3.068841, 38.425396, 2.169998
3.082983, 3.082983, 38.780365, 2.179998
3.097125, 3.097125, 39.136963, 2.189998
3.111268, 3.111268, 39.495197, 2.199998
3.125410, 3.125410, 39.855057, 2.209998
3.139552, 3.139552, 40.216553, 2.219998
3.153694, 3.153694, 40.579681, 2.229998
3.167836, 3.167836, 40.944443, 2.239998
3.181978, 3.181978, 41.310829, 2.249998
3.196120, 3.196120, 41.678852, 2.259998
3.210262, 3.210262, 42.048508, 2.269998
3.224405, 3.224405, 42.419800, 2.279998
